Order ID,Cust ID,Gender,Age,Age-Group,Month,Status,Channel ,Category,Size,Qty,Amount,ship-city,ship-state
407-2187540-3166732,2187540,Women,26,Teen,Feb,Delivered,Myntra,Kurta,XXL,1,487,NEW DELHI,DELHI
405-2004340-8438743,2004340,Women,49,Senior,Feb,Delivered,Amazon,Set,L,1,626,BENGALURU,KARNATAKA
408-3291304-9040368,3291304,Women,38,Senior,Feb,Delivered,Amazon,Top,M,1,434,SHILLONG,MEGHALAYA
171-5975776-3452301,5975776,Women,37,Senior,Feb,Delivered,Amazon,Kurta,M,1,550,CHENNAI,TAMIL NADU
405-0230437-1796379,230437,Women,26,Teen,Feb,Delivered,Amazon,Set,L,1,1099,PUNE,MAHARASHTRA
408-0309265-6304364,309265,Women,41,Senior,Feb,Delivered,Flipkart,Top,M,1,493,AIZAWL,MIZORAM
404-2179436-0645915,2179436,Women,38,Senior,Feb,Delivered,Ajio,Top,L,1,487,GHAZIABAD,UTTAR PRADESH
406-1870464-5622749,1870464,Women,25,Teen,Feb,Delivered,Others,Kurta,XL,1,468,BENGALURU,KARNATAKA
406-2242637-9032311,2242637,Women,29,Teen,Feb,Delivered,Myntra,Kurta,XL,1,469,HYDERABAD,TELANGANA
402-8089552-7330701,8089552,Women,59,Adult,Feb,Delivered,Amazon,Set,S,1,1125,HYDERABAD,TELANGANA
406-6888042-9375528,6888042,Men,25,Teen,Feb,Delivered,Amazon,Western,XXL,1,1168,SAHIBGANJ,JHARKHAND
171-3721890-4662757,3721890,Men,28,Teen,Feb,Delivered,Amazon,Set,XXL,1,1299,GWALIOR,MADHYA PRADESH
403-1342846-0829120,1342846,Women,32,Senior,Feb,Delivered,Myntra,Set,XS,1,799,NOIDA,UTTAR PRADESH
403-1342846-0829120,1342846,Men,65,Adult,Feb,Delivered,Flipkart,Set,S,1,1112,NOIDA,UTTAR PRADESH
403-5847868-0345109,5847868,Women,66,Adult,Feb,Delivered,Others,Set,XXL,1,771,CHENNAI,TAMIL NADU
171-7383023-0528301,7383023,Men,49,Senior,Feb,Delivered,Amazon,Set,XL,1,517,GUWAHATI,ASSAM
402-8470426-8433964,8470426,Women,44,Senior,Feb,Delivered,Myntra,Kurta,S,1,534,BILASPUR,CHHATTISGARH
171-7468145-5324353,7468145,Men,26,Teen,Feb,Delivered,Flipkart,Western,XXL,1,791,HANAMKONDA,TELANGANA
402-7330292-7758749,7330292,Women,50,Adult,Feb,Delivered,Flipkart,Set,XL,1,833,NEW DELHI,DELHI
408-7214524-2260341,7214524,Women,28,Teen,Feb,Delivered,Myntra,Set,L,1,852,CHENNAI,TAMIL NADU
406-7422446-6135510,7422446,Women,46,Senior,Feb,Returned,Myntra,Kurta,XXL,1,399,CHANDVAD,MAHARASHTRA
407-2709231-7083545,2709231,Women,35,Senior,Feb,Delivered,Flipkart,Set,XS,1,429,CHENNAI,TAMIL NADU
408-1370953-5326742,1370953,Women,44,Senior,Feb,Delivered,Nalli,Set,L,1,560,BENGALURU,KARNATAKA
408-2644897-5132369,2644897,Men,24,Teen,Feb,Delivered,Amazon,Set,L,1,1099,CUTTACK,ODISHA
407-1136609-3656360,1136609,Men,40,Senior,Feb,Delivered,Flipkart,Western,L,1,735,MULLANPUR GARIB DASS,PUNJAB
403-5196324-8153959,5196324,Women,22,Teen,Feb,Delivered,Flipkart,Kurta,M,1,495,MANMAD,MAHARASHTRA
403-2197720-3950760,2197720,Women,22,Teen,Feb,Delivered,Nalli,Set,S,1,671,KOZHIKODE,KERALA
402-3343089-9400308,3343089,Women,68,Adult,Feb,Delivered,Amazon,Kurta,L,1,459,NEW DELHI,DELHI
406-2676371-9573918,2676371,Women,34,Senior,Feb,Delivered,Ajio,Kurta,XL,1,517,BENGALURU,KARNATAKA
405-6280622-3358732,6280622,Women,58,Adult,Feb,Delivered,Ajio,Kurta,XL,1,487,HYDERABAD,TELANGANA
406-1758826-5483504,1758826,Women,66,Adult,Feb,Delivered,Myntra,Set,M,1,788,MUMBAI,MAHARASHTRA
408-1907876-8719547,1907876,Women,28,Teen,Feb,Delivered,Amazon,Kurta,S,1,729,BANGLORE,KARNATAKA
406-7619523-4064347,7619523,Women,43,Senior,Feb,Delivered,Amazon,Set,L,1,1152,GURUGRAM,HARYANA
408-1212791-8915519,1212791,Men,38,Senior,Feb,Delivered,Myntra,Western,S,1,786,KALAMASSERY,KERALA
405-5811844-8461954,5811844,Men,74,Adult,Feb,Delivered,Amazon,Set,XL,1,1125,BENGALURU,KARNATAKA
408-7176253-4306756,7176253,Women,41,Senior,Feb,Delivered,Amazon,Set,XL,1,845,PAINKULAM,TAMIL NADU
171-0157290-9263522,157290,Women,24,Teen,Feb,Delivered,Myntra,Set,M,1,1065,KAMAREDDY,TELANGANA
406-6679226-7757903,6679226,Men,22,Teen,Feb,Delivered,Amazon,Set,M,1,1018,BARIPADA,ODISHA
406-5993087-0537907,5993087,Women,21,Teen,Feb,Delivered,Myntra,Kurta,M,1,453,MUMBAI,MAHARASHTRA
405-1949424-5588338,1949424,Women,39,Senior,Feb,Delivered,Amazon,Kurta,L,1,399,PIMPRI CHINCHWAD,MAHARASHTRA
402-1146130-0895538,1146130,Men,67,Adult,Feb,Delivered,Meesho,Set,XL,1,1228,CHENNAI,TAMIL NADU
402-1146130-0895538,1146130,Women,34,Senior,Feb,Delivered,Myntra,Kurta,XS,1,599,NAVI MUMBAI,MAHARASHTRA
403-7256230-9049960,7256230,Men,30,Senior,Feb,Delivered,Myntra,Set,M,1,597,ROHTAK,HARYANA
402-1814927-1909109,1814927,Women,64,Adult,Feb,Delivered,Myntra,Set,XS,1,824,BENGALURU,KARNATAKA
403-9277414-5416351,9277414,Women,43,Senior,Feb,Delivered,Others,Set,S,1,666,VENKATAGIRI,ANDHRA PRADESH
408-8764756-2032319,8764756,Women,27,Teen,Feb,Delivered,Myntra,Set,XL,1,824,MADHUBANI,BIHAR
171-1240430-1321957,1240430,Women,28,Teen,Feb,Delivered,Myntra,Saree,Free,1,1523,BHOPAL,MADHYA PRADESH
408-3071751-7500367,3071751,Women,34,Senior,Feb,Delivered,Amazon,Kurta,XL,1,399,VISAKHAPATNAM,ANDHRA PRADESH
408-0340222-8919572,340222,Women,65,Adult,Feb,Delivered,Amazon,Set,S,1,1238,LEH,LADAKH
404-1275492-6381107,1275492,Women,65,Adult,Feb,Delivered,Flipkart,Kurta,XL,1,342,AHMEDABAD,GUJARAT
403-8637146-2577920,8637146,Women,37,Senior,Feb,Cancelled,Amazon,Kurta,S,1,301,VIZIANAGARAM,ANDHRA PRADESH
404-5963373-2766717,5963373,Men,35,Senior,Feb,Delivered,Amazon,Set,L,1,775,BENGALURU,KARNATAKA
402-6257365-0231569,6257365,Women,57,Adult,Feb,Delivered,Flipkart,Kurta,L,1,359,VISAKHAPATNAM,ANDHRA PRADESH
403-3739970-4627526,3739970,Women,47,Senior,Feb,Delivered,Myntra,Kurta,M,1,636,BENGALURU,KARNATAKA
402-7800537-6113112,7800537,Women,19,Teen,Feb,Delivered,Myntra,Kurta,XL,1,534,BENGALURU,KARNATAKA
402-7800537-6113112,7800537,Women,39,Senior,Feb,Delivered,Myntra,Set,XXL,1,1149,CHANDAUSI,UTTAR PRADESH
405-1171835-5088363,1171835,Women,31,Senior,Feb,Delivered,Amazon,Kurta,L,1,521,BENGALURU,KARNATAKA
406-8559245-5873161,8559245,Women,32,Senior,Feb,Delivered,Flipkart,Kurta,M,1,399,FARIDABAD,HARYANA
402-6240144-5052355,6240144,Women,43,Senior,Feb,Cancelled,Amazon,Kurta,L,1,318,MYSURU,KARNATAKA
402-3027398-1764338,3027398,Women,49,Senior,Feb,Delivered,Amazon,Set,XL,1,761,BENGALURU,KARNATAKA
405-9649808-2781949,9649808,Women,74,Adult,Feb,Delivered,Amazon,Kurta,XXL,1,387,DELHI,DELHI
171-0269051-7909128,269051,Women,47,Senior,Feb,Delivered,Others,Kurta,XL,1,457,NEW DELHI,DELHI
171-0269051-7909128,269051,Women,41,Senior,Feb,Delivered,Meesho,Kurta,L,2,560,HUBBALLI,KARNATAKA
403-4098527-9231543,4098527,Women,46,Senior,Feb,Delivered,Flipkart,Set,M,1,759,VARANASI,UTTAR PRADESH
408-3045772-6656333,3045772,Women,20,Teen,Feb,Cancelled,Amazon,Set,XXL,1,1044,SRIKAKULAM,ANDHRA PRADESH
404-4116585-4451526,4116585,Women,54,Adult,Feb,Delivered,Meesho,Kurta,M,1,376,WARANGAL,TELANGANA
408-5807021-0223566,5807021,Men,65,Adult,Feb,Delivered,Flipkart,Western,M,1,771,KOTTAYAM DIST,KERALA
405-0122146-0317907,122146,Women,61,Adult,Feb,Delivered,Amazon,Set,L,1,715,BENGALURU,KARNATAKA
406-6058031-1184306,6058031,Women,36,Senior,Feb,Delivered,Amazon,Kurta,L,1,688,HYDERABAD,TELANGANA
403-7769114-0542729,7769114,Women,38,Senior,Feb,Delivered,Myntra,Top,XL,1,360,PUNE,MAHARASHTRA
408-9131558-0381932,9131558,Women,23,Teen,Feb,Delivered,Myntra,Kurta,XL,1,888,HYDERABAD,TELANGANA
408-7484668-2856314,7484668,Men,35,Senior,Feb,Delivered,Flipkart,Western,M,1,715,ERNAKULAM,KERALA
408-0570870-1826702,570870,Women,38,Senior,Feb,Delivered,Amazon,Set,XL,1,864,THANE,MAHARASHTRA
402-2477945-7571502,2477945,Women,50,Adult,Feb,Delivered,Flipkart,Set,XL,1,582,MUMBAI,MAHARASHTRA
403-3140930-3912330,3140930,Women,41,Senior,Feb,Delivered,Amazon,Top,M,1,749,NEW DELHI,DELHI
403-3030287-9823536,3030287,Men,65,Adult,Feb,Delivered,Myntra,Western,XS,1,744,VIRAJPETE,KARNATAKA
402-7097589-3205928,7097589,Men,19,Teen,Feb,Delivered,Myntra,Set,XL,1,824,BENGALURU,KARNATAKA
402-7097589-3205928,7097589,Women,27,Teen,Feb,Delivered,Amazon,Top,XS,1,573,MUMBAI,MAHARASHTRA
402-0527602-0897905,527602,Women,27,Teen,Feb,Delivered,Myntra,Kurta,L,1,468,THANE EAST,MAHARASHTRA
402-2635146-0327520,2635146,Men,73,Adult,Feb,Delivered,Ajio,Western,L,1,743,NAMAKKAL,TAMIL NADU
408-5449132-9237148,5449132,Women,48,Senior,Feb,Delivered,Flipkart,Set,M,1,899,PUNE,MAHARASHTRA
407-0096429-8536353,96429,Women,23,Teen,Feb,Delivered,Ajio,Kurta,L,1,387,RISHIKESH,UTTARAKHAND
407-1013617-9269146,1013617,Men,29,Teen,Feb,Cancelled,Ajio,Western,L,1,744,ANANTAPUR,ANDHRA PRADESH
407-1013617-9269146,1013617,Women,27,Teen,Feb,Delivered,Myntra,Kurta,M,1,382,RATNAGIRI,MAHARASHTRA
407-2664124-1841122,2664124,Women,35,Senior,Feb,Delivered,Flipkart,Kurta,M,1,435,GONDA,UTTAR PRADESH
407-0445011-5159528,445011,Men,44,Senior,Feb,Delivered,Meesho,Set,M,1,999,LUCKNOW,UTTAR PRADESH
408-4144815-6548347,4144815,Women,43,Senior,Feb,Refunded,Ajio,Kurta,XL,1,365,ETAWAH,UTTAR PRADESH
408-4144815-6548347,4144815,Women,38,Senior,Feb,Delivered,Flipkart,Kurta,XXL,1,471,GADWAL,TELANGANA
402-8877345-7725928,8877345,Women,65,Adult,Feb,Delivered,Amazon,Kurta,M,1,339,VISAKHAPATNAM,ANDHRA PRADESH
407-2344487-5077129,2344487,Women,20,Teen,Feb,Delivered,Myntra,Kurta,L,1,714,MUMBAI,MAHARASHTRA
408-6429834-3414755,6429834,Women,19,Teen,Feb,Delivered,Ajio,Kurta,XXL,1,530,LILONG IMPHAL WEST,MANIPUR
402-8278395-3213969,8278395,Women,49,Senior,Feb,Delivered,Flipkart,Kurta,L,1,475,BENGALURU,KARNATAKA
171-7013842-4369136,7013842,Women,27,Teen,Feb,Delivered,Flipkart,Kurta,L,1,754,NOIDA,UTTAR PRADESH
404-5995814-1383547,5995814,Women,74,Adult,Feb,Delivered,Flipkart,Kurta,XL,1,760,COIMBATORE,TAMIL NADU
171-2417512-9135536,2417512,Women,66,Adult,Feb,Delivered,Meesho,Kurta,XXL,1,626,MUMBAI 400102,MAHARASHTRA
404-1596677-8661935,1596677,Women,58,Adult,Feb,Delivered,Amazon,Set,XXL,1,814,JODHPUR,RAJASTHAN
406-7610346-9916355,7610346,Men,32,Senior,Feb,Delivered,Flipkart,Set,S,1,999,THIRUVANANTHAPURAM,KERALA
402-9491683-4085909,9491683,Women,43,Senior,Feb,Delivered,Myntra,Kurta,S,1,379,NOIDA,UTTAR PRADESH
402-7849022-6333162,7849022,Women,45,Senior,Feb,Delivered,Amazon,Kurta,S,1,399,HYDERABAD,TELANGANA
403-7906055-3949969,7906055,Women,21,Teen,Feb,Delivered,Amazon,Kurta,XS,1,292,PUNE,MAHARASHTRA
405-9313510-7373134,9313510,Women,33,Senior,Feb,Delivered,Flipkart,Kurta,XXL,1,353,BENGALURU,KARNATAKA
405-4950823-0487567,4950823,Women,76,Adult,Feb,Cancelled,Flipkart,Set,M,1,1338,KALIAPANI,ODISHA
405-5842308-6705914,5842308,Men,26,Teen,Feb,Delivered,Amazon,Set,M,1,1126,TALEGAON DABHADE,MAHARASHTRA
405-2793348-3177944,2793348,Women,76,Adult,Feb,Delivered,Amazon,Kurta,XL,1,568,AHMEDABAD,GUJARAT
407-0353890-2569979,353890,Men,44,Senior,Feb,Delivered,Nalli,Set,XL,1,1093,MEERUT,UTTAR PRADESH
405-7096611-4245155,7096611,Women,34,Senior,Feb,Delivered,Amazon,Top,XL,1,665,HYDERABAD,TELANGANA
171-5868305-9545902,5868305,Men,22,Teen,Feb,Delivered,Amazon,Set,M,1,984,BENGALURU,KARNATAKA
403-6618673-3827554,6618673,Women,23,Teen,Feb,Delivered,Myntra,Kurta,M,1,499,THANE,MAHARASHTRA
407-0897399-0880325,897399,Men,18,Teen,Feb,Delivered,Myntra,Set,XXL,1,666,SRIKALAHASTI,ANDHRA PRADESH
405-4413483-8166762,4413483,Men,39,Senior,Feb,Delivered,Flipkart,Set,XS,1,1432,MUMBAI,MAHARASHTRA
406-4988594-6654736,4988594,Women,18,Teen,Feb,Delivered,Flipkart,Kurta,M,1,709,DEHRADUN,UTTARAKHAND
171-8232032-8039514,8232032,Women,73,Adult,Feb,Delivered,Myntra,Set,M,1,1186,VISAKHAPATNAM,ANDHRA PRADESH
408-3685713-0484300,3685713,Women,23,Teen,Feb,Delivered,Myntra,Kurta,XL,1,399,JAIPUR,RAJASTHAN
405-6577445-1606719,6577445,Women,54,Adult,Feb,Delivered,Myntra,Kurta,XL,1,725,THANE,MAHARASHTRA
171-2206522-6500362,2206522,Women,21,Teen,Feb,Delivered,Amazon,Set,XXL,1,684,DEHRADUN,UTTARAKHAND
405-7721773-7963543,7721773,Women,41,Senior,Feb,Delivered,Myntra,Kurta,M,1,523,SEONI,MADHYA PRADESH
407-4924886-3771522,4924886,Women,57,Adult,Feb,Delivered,Amazon,Kurta,L,1,657,THIRUVANANTHAPURAM,KERALA
403-2084593-7634749,2084593,Women,19,Teen,Feb,Delivered,Myntra,Kurta,L,1,487,CHENNAI,TAMIL NADU
402-5405095-4717132,5405095,Men,29,Teen,Feb,Delivered,Flipkart,Western,XL,1,743,BASIRHAT,WEST BENGAL
405-0613339-0853143,613339,Women,63,Adult,Feb,Delivered,Amazon,Set,M,1,599,GHAZIABAD,UTTAR PRADESH
407-6239879-2728358,6239879,Men,21,Teen,Feb,Delivered,Amazon,Western,M,1,665,SURAT,GUJARAT
405-2200835-0842742,2200835,Men,43,Senior,Feb,Delivered,Flipkart,Western,XXL,1,1168,CHENNAI,TAMIL NADU
402-5952226-7637935,5952226,Women,21,Teen,Feb,Delivered,Myntra,Set,XL,1,1399,GURGAON,HARYANA
408-8896863-0293901,8896863,Men,63,Adult,Feb,Delivered,Myntra,Set,XL,1,635,NAGPUR,MAHARASHTRA
403-7289192-6287567,7289192,Men,47,Senior,Feb,Delivered,Others,Set,XL,1,635,BUDGE BUDGE,WEST BENGAL
407-8024667-0946722,8024667,Women,26,Teen,Feb,Delivered,Amazon,Kurta,XXL,1,376,HYDERABAD,TELANGANA
402-1422218-9357964,1422218,Women,40,Senior,Feb,Delivered,Myntra,Set,L,1,1228,BHOPAL,MADHYA PRADESH
403-3020212-0662757,3020212,Men,31,Senior,Feb,Delivered,Myntra,Set,M,1,1112,CHHINDWARA,MADHYA PRADESH
408-7991252-2640360,7991252,Women,21,Teen,Feb,Delivered,Amazon,Set,M,1,1163,BENGALURU,KARNATAKA
405-3150754-8526728,3150754,Men,40,Senior,Feb,Delivered,Amazon,Set,XL,1,771,PIMPRI CHINCHWAD,MAHARASHTRA
405-1313746-4597143,1313746,Women,32,Senior,Feb,Delivered,Nalli,Set,XS,1,551,DIMAPUR,NAGALAND
402-8249479-0821915,8249479,Women,64,Adult,Feb,Delivered,Meesho,Set,XXL,1,702,JODHPUR,RAJASTHAN
404-9546719-1868314,9546719,Women,32,Senior,Feb,Delivered,Myntra,Kurta,L,1,399,RANGPO,SIKKIM
406-4995829-7905138,4995829,Women,51,Adult,Feb,Delivered,Myntra,Kurta,XL,1,760,BENGALURU,KARNATAKA
408-3562617-1473138,3562617,Men,31,Senior,Feb,Delivered,Others,Set,L,1,788,PUNE,MAHARASHTRA
402-6723901-9000349,6723901,Women,38,Senior,Feb,Delivered,Myntra,Kurta,XXL,1,735,CHENNAI,TAMIL NADU
405-3163818-0720320,3163818,Women,46,Senior,Feb,Delivered,Amazon,Kurta,M,1,568,SURI,WEST BENGAL
407-9703888-2634723,9703888,Women,74,Adult,Feb,Delivered,Meesho,Set,XS,1,635,HYDERABAD,TELANGANA
171-4756294-2787508,4756294,Women,38,Senior,Feb,Delivered,Amazon,Set,M,1,1140,HYDERABAD,TELANGANA
171-8733175-0672341,8733175,Men,58,Adult,Feb,Delivered,Flipkart,Set,XL,1,1137,BANGALORE,KARNATAKA
408-0172713-7185105,172713,Men,61,Adult,Feb,Cancelled,Nalli,Set,M,1,824,KANGRA,HIMACHAL PRADESH
171-2651954-6287562,2651954,Men,37,Senior,Feb,Delivered,Meesho,Western,L,1,744,HYDERABAD,TELANGANA
405-5291030-2080307,5291030,Women,62,Adult,Feb,Delivered,Amazon,Kurta,XS,1,376,VISAKHAPATNAM,ANDHRA PRADESH
405-5291030-2080307,5291030,Women,60,Adult,Feb,Delivered,Amazon,Set,S,1,736,AURANGABAD,BIHAR
171-5500680-3661125,5500680,Men,45,Senior,Feb,Delivered,Meesho,Set,XS,1,635,KOZHIKODE,KERALA
406-7794795-7143530,7794795,Women,28,Teen,Feb,Delivered,Amazon,Kurta,XS,1,435,NAVI MUMBAI,MAHARASHTRA
408-6999185-7647569,6999185,Women,66,Adult,Feb,Refunded,Meesho,Kurta,M,1,528,NOIDA,UTTAR PRADESH
402-2955831-5975508,2955831,Men,38,Senior,Feb,Delivered,Myntra,Bottom,XXL,1,229,RAJAHMUNDRY,ANDHRA PRADESH
171-4657234-9549169,4657234,Men,69,Adult,Feb,Delivered,Amazon,Western,XXL,1,735,BENGALURU,KARNATAKA
402-4412666-9469911,4412666,Women,39,Senior,Feb,Delivered,Flipkart,Set,S,1,999,HUBBALLI,KARNATAKA
402-4412666-9469911,4412666,Men,22,Teen,Feb,Delivered,Others,Western,S,1,735,RANGIA,ASSAM
405-4689959-8417156,4689959,Men,31,Senior,Feb,Delivered,Amazon,Western,S,1,690,KANNUR,KERALA
171-4214422-9724313,4214422,Women,41,Senior,Feb,Delivered,Myntra,Kurta,XS,1,666,GURGAON,HARYANA
408-2937012-9887522,2937012,Women,26,Teen,Feb,Delivered,Amazon,Top,XL,1,399,VISAKHAPATNAM,ANDHRA PRADESH
404-5436316-7809905,5436316,Women,27,Teen,Feb,Delivered,Flipkart,Set,XS,1,1233,HYDERABAD,TELANGANA
403-1624943-2328313,1624943,Women,70,Adult,Feb,Delivered,Myntra,Set,XL,1,999,COIMBATORE,TAMIL NADU
406-8994901-5067533,8994901,Women,46,Senior,Feb,Refunded,Amazon,Kurta,XS,1,382,COIMBATORE,TAMIL NADU
406-8565860-5865936,8565860,Men,48,Senior,Feb,Delivered,Flipkart,Set,S,1,999,AGARTALA,TRIPURA
171-1804594-1501965,1804594,Women,48,Senior,Feb,Delivered,Amazon,Saree,Free,1,325,BENGALURU,KARNATAKA
407-9973322-6465968,9973322,Women,21,Teen,Feb,Cancelled,Myntra,Set,XL,1,626,BENGALURU,KARNATAKA
407-0877926-5025969,877926,Men,21,Teen,Feb,Delivered,Amazon,Set,XL,1,1199,JAMMU,JAMMU & KASHMIR
405-6944672-7334716,6944672,Women,31,Senior,Feb,Delivered,Amazon,Kurta,M,1,468,UDUPI,KARNATAKA
408-8325775-2645133,8325775,Men,57,Adult,Feb,Delivered,Myntra,Set,XL,1,999,CHENNAI,TAMIL NADU
408-1112842-3581145,1112842,Women,41,Senior,Feb,Delivered,Amazon,Set,XL,1,666,"CHENGANNUR, ALAPPUZHA DISTRICT",KERALA
404-6210589-9331523,6210589,Women,25,Teen,Feb,Delivered,Amazon,Set,XL,1,1115,SOHAGPUR,MADHYA PRADESH
404-1739320-8705126,1739320,Men,44,Senior,Feb,Delivered,Amazon,Western,S,1,859,ALAPPUZHA,KERALA
404-7283762-3678708,7283762,Women,40,Senior,Feb,Delivered,Nalli,Kurta,XL,1,329,SECUNDERABAD,TELANGANA
408-9183800-1281950,9183800,Women,33,Senior,Feb,Delivered,Flipkart,Top,L,1,599,ITANAGAR,ARUNACHAL PRADESH
405-0138843-8145106,138843,Women,73,Adult,Feb,Delivered,Ajio,Kurta,XL,1,487,THRISSUR,KERALA
407-4779766-2381109,4779766,Women,25,Teen,Feb,Delivered,Amazon,Kurta,L,1,666,HOSHANGABAD,MADHYA PRADESH
171-3479338-0253134,3479338,Women,37,Senior,Feb,Delivered,Flipkart,Set,XL,1,655,MUMBAI,MAHARASHTRA
408-7256888-6609909,7256888,Women,41,Senior,Feb,Delivered,Others,Set,XL,1,1068,KOLKATA,WEST BENGAL
406-7106263-0169111,7106263,Women,18,Teen,Feb,Delivered,Amazon,Kurta,L,1,399,NEW DELHI,DELHI
402-3478454-8690703,3478454,Men,44,Senior,Feb,Delivered,Ajio,Set,XS,1,999,ABU ROAD,RAJASTHAN
171-6358180-5736342,6358180,Men,30,Senior,Feb,Delivered,Flipkart,Set,S,1,955,TRIPUNITHURA,KERALA
405-8669298-3850736,8669298,Women,41,Senior,Feb,Delivered,Myntra,Set,XXL,1,759,CHENNAI,TAMIL NADU
405-8669298-3850736,8669298,Women,23,Teen,Feb,Delivered,Meesho,Set,XXL,1,759,AGRA,UTTAR PRADESH
408-5312609-8985123,5312609,Women,27,Teen,Feb,Cancelled,Amazon,Kurta,M,1,301,GAYA,BIHAR
403-4299892-4148306,4299892,Women,37,Senior,Feb,Delivered,Flipkart,Kurta,XL,1,419,OCL INDUSTRIAL TOWNSHIP,ODISHA
405-4828393-0958763,4828393,Women,37,Senior,Feb,Delivered,Myntra,Set,XXL,1,751,LEH,LADAKH
171-4471863-4995568,4471863,Men,37,Senior,Feb,Delivered,Amazon,Set,XL,1,591,AMBALA,HARYANA
408-7338293-9101140,7338293,Men,38,Senior,Feb,Delivered,Myntra,Western,XL,1,1099,SECUNDERABAD,TELANGANA
405-3178507-3132346,3178507,Women,21,Teen,Feb,Delivered,Amazon,Set,S,1,635,CHENNAI,TAMIL NADU
406-1996449-8765907,1996449,Women,72,Adult,Feb,Delivered,Nalli,Kurta,M,1,534,MUVATTUPUZHA,KERALA
404-3828255-4895567,3828255,Men,43,Senior,Feb,Delivered,Amazon,Set,XS,1,1163,YEOLA,MAHARASHTRA
404-9797620-3754756,9797620,Women,26,Teen,Feb,Delivered,Amazon,Top,M,1,693,GURGAON,HARYANA
171-0090908-3929946,90908,Women,39,Senior,Feb,Delivered,Ajio,Kurta,S,1,534,BHILAI,CHHATTISGARH
404-5181586-6141135,5181586,Women,77,Adult,Feb,Delivered,Nalli,Set,L,1,788,JAIPUR,RAJASTHAN
404-1961327-4866714,1961327,Men,20,Teen,Feb,Delivered,Amazon,Western,M,1,771,KOLKATA,WEST BENGAL
408-1854489-3450729,1854489,Women,78,Adult,Feb,Delivered,Myntra,Set,XL,1,666,BANGALORE,KARNATAKA
171-0369167-2731541,369167,Women,42,Senior,Feb,Delivered,Amazon,Set,S,1,646,BENGALURU,KARNATAKA
408-3673205-9198769,3673205,Women,32,Senior,Feb,Delivered,Amazon,Kurta,M,1,696,THANE,MAHARASHTRA
408-3673205-9198769,3673205,Women,34,Senior,Feb,Delivered,Flipkart,Kurta,XXL,1,390,BHARUCH,GUJARAT
171-1579769-1152313,1579769,Women,20,Teen,Feb,Delivered,Others,Top,XS,1,513,KALYAN,MAHARASHTRA
404-4993243-3389961,4993243,Women,31,Senior,Feb,Delivered,Ajio,Kurta,L,1,399,RANCHI,JHARKHAND
407-0689471-9266759,689471,Women,35,Senior,Feb,Delivered,Myntra,Set,XL,1,747,KURNOOL,ANDHRA PRADESH
407-7647112-0465133,7647112,Women,77,Adult,Feb,Delivered,Amazon,Kurta,XL,1,416,NEW DELHI,DELHI
407-3704059-6361145,3704059,Women,34,Senior,Feb,Delivered,Amazon,Set,S,1,664,CHENNAI,TAMIL NADU
404-1446455-7251524,1446455,Men,42,Senior,Feb,Delivered,Amazon,Western,XS,1,735,BENGALURU,KARNATAKA
407-5109030-3053121,5109030,Women,41,Senior,Feb,Delivered,Meesho,Set,XL,1,1695,BENGALURU,KARNATAKA
404-1532985-9987560,1532985,Men,31,Senior,Feb,Delivered,Ajio,Set,M,1,969,GAUTAM BUDDHA NAGAR,UTTAR PRADESH
407-9690387-3793154,9690387,Women,21,Teen,Feb,Delivered,Meesho,Set,M,1,1111,ULLAL,KARNATAKA
404-9349210-9061922,9349210,Women,74,Adult,Feb,Delivered,Nalli,Kurta,L,1,599,GURUGRAM,HARYANA
404-9349210-9061922,9349210,Women,69,Adult,Feb,Delivered,Amazon,Set,L,1,537,THANE,MAHARASHTRA
405-7833392-7798742,7833392,Men,34,Senior,Feb,Delivered,Myntra,Western,S,1,735,CHENNAI,TAMIL NADU
407-1002218-1046753,1002218,Women,35,Senior,Feb,Delivered,Meesho,Set,XS,1,788,PATNA,BIHAR
405-6473885-6172315,6473885,Women,70,Adult,Feb,Delivered,Amazon,Kurta,M,1,635,JABALPUR,MADHYA PRADESH
404-1663964-9231544,1663964,Women,43,Senior,Feb,Delivered,Amazon,Set,XS,1,664,SARDARSHAHAR,RAJASTHAN
408-9485393-0248368,9485393,Men,20,Teen,Feb,Delivered,Flipkart,Set,XL,1,999,ERNAKULAM,KERALA
402-7243472-4889947,7243472,Women,29,Teen,Feb,Delivered,Ajio,Kurta,M,1,376,ELURU,ANDHRA PRADESH
171-7763620-1577946,7763620,Women,41,Senior,Feb,Delivered,Nalli,Kurta,XL,1,295,DELHI,DELHI
171-3550414-7631531,3550414,Women,44,Senior,Feb,Delivered,Meesho,Kurta,XXL,1,385,HYDERABAD,TELANGANA
402-5216091-4079558,5216091,Men,41,Senior,Feb,Delivered,Amazon,Western,XS,1,743,DIBRUGARH,ASSAM
171-5770919-5311522,5770919,Women,23,Teen,Feb,Delivered,Amazon,Kurta,M,1,363,NELLORE,ANDHRA PRADESH
408-6525248-9469119,6525248,Women,78,Adult,Feb,Delivered,Myntra,Set,L,1,699,CHENNAI,TAMIL NADU
404-4956816-6425133,4956816,Women,24,Teen,Feb,Delivered,Myntra,Kurta,XL,1,481,RAJKOT,GUJARAT
171-8462729-3588311,8462729,Women,22,Teen,Feb,Delivered,Amazon,Set,XL,1,666,CHENNAI,TAMIL NADU
